stopword,sentiment_label
unfortunately little weak place good story good start fell flat watched cinema wait finish,positive
watched minute cut superman asked stinker film answer think ask world thinks well shall tell well world renowned cannon cheapskates budget million film aside sidney j furie film think much better film superman liked story acting think par films enjoyed action scene especially fight around world nuclear man kept entertained however bad points film much kept entertained included lenny much use film chocolate tea pot nuclear man purpose serve film bad gene hackman voice imagine marc pillow wooden park bench also superman nuclear man fighting space obvious blacked stage really bothers film somebody full minute version think problem superman general public seen watered version places film makes sense full version laughed critics advanced screening would make sense version put lets face real critics real movie fans get paid views unlike posh art house lovers would dissect care bears movie chance closing would like say two things movie film voted one worst films time watered version makes sense places warner brothers cannon whoever rights full uncut version decent thing give us general public superman lovers across world right view superman quest peace full uncut glory us let christopher reeve best films entertaining us believing man really fly,positive
hearing superman returns feeling goosebumps every time saw teaser trailer remembered watched glimpses original superman childhood tv decided watch four original great second words describe seen number iv probably never disappointed watch number everything movie sucks first lois lane lex luthor real danger metropolis add richard pryor mix drunken superman seriously painful see superman glorious representation comics movies end seeing next richard pryor bad clown show tries hard make laugh old funny jokes complete superman fan like others might superman even insult,positive
movie fun watch dc fan admit watched movie times fully get stuff movie offered differently edgy tone suicide squad batman vs superman movie like real life version old justice league animated series movie moment maybe long much detail case newcomers ok trying say expect oscar worthy movie deeply underrated masterpiece like watchmen movie fun watch tone one closest live action old justice league animated series green lantern cant justice league without hal jordan john steward,positive
christopher nolan assigned job coming new batman movie comparable dark knight succeed short yes better dark knight incredible awesome everything could hoped yes movie would best batman movie even one best movies ever heath ledger put face paint think biggest difference movies tom hardy bane well done flat frightening times nobody top ledger joker think second tdkr worse dark knight rises brings biggest threat three movies gotham form bane bane batman biggest threat ever physically forces bruce wayne return batman entering isolated state much less happens movie previous two think villains batman begins batman fight mob scarecrow ras al ghul dark knight batman fight mob joker two face dark knight rises batman fight bane bane beginning end batman figure defeat bane stop finishing evil plot batman begins lessened genius tell origin story batman dark knight obviously amazing everyone sees dark knight rises hidden genius people miss symbols movie brilliant masterful ending dark knight legacy much wish say want spoil say see see amazed stars,positive
went movie high hopes first half delivered characters introduced great fun good action boot viola davis cemented place dc future standout performance margot robbie born play harley quinn would seem film failed live hype largely due dc formula end giant cgi battle undoes hard work beforehand saying film perfect without last act chance much better action hard follow character played cara delavine hard watch due unnecessary cgi film saved absolutely abysmal performances see helped strong sequel requel james gunn,positive
word awefantaculous use word words like awesome fantastic thrown around way much movie deserves better almost everything perfect try give away little plot possible take away anything experience would disastrous let say least disappointed plot delivered many ways seemingly possible improves begins almost every way seen trailers compare movie delivers heard complaints run time absolutely problem every minute movie great think unnecessary fact real problem movie dread knowing movie end time movie perfect mix human side action side goes much deeper battle good evil acting top ranks christian bale proved made role batman bruce wayne maggie gyllenhaal served great replacement katie holmes rachel dawes morgan freeman michael caine played roles good anyone really ask think gary oldman even better gordan batman begins harvey dent played really well aaron eckhart well guess end people want know late heath ledger played joker easily favourite batman villain maybe favourite villain well perfect feel role go history one greatest villainous portrayals time give academy award awards could possibly qualify hell invent new category joker may rest peace loved way film shot whether hotel scenes scenes gotham city especially action scenes movie felt another improvement made batman begins guess could say lot fun since common complaint begins lack thought blue colour scheme gotham really great movie also great wit throughout rarely seemed cheesy place score really something well probably one favourite ones around one best things film dark movie batman begins pushed batman robin back mind dark knight movie pushes film made really let joker truly meant without restraint amazed got away pg rating even though aussie rating system costumes make movie big surprise great thought joker makeup really cool take easy way make perfect throughout movie went detail batman new suit also pretty cool guess end really say loved movie think would hard someone disappointed christopher nolan really came big time made massive improvement already great batman begins clearly franchise fits like glove suspenseful emotional action packed really everything else think people could hope problem movie seeing may little spoiled level awefantaculousness pretty rarely seen movies believe hype way batman movie summer blockbuster incredible,positive
say worth spending two hours seeing film watched dark knight rises long ago seriously think michael gough best alfred like really wished michael caine appear present alfred michael hough times better butler attitude like caine honestly loved michelle pfeiffer catwoman however seem good wardrobe back normal yes know meant goody two shoes nerd beginning becomes catwoman seriously needed new wardrobe looked like needed new clothes honestly times beautiful penguins ball costume fashion department probably needed joan rivers behind set would better way oh gosh danny devito absolutely amazing playing penguin although wish character die end wish sequel penguin danny could join would awesome michael keaton alright batman adam west still top list like seemed like shy quiet batman really need better superhero honest show much enthusiasm interest make sure gotham safe penguin well least saved day recover gotham although exciting way,positive
flash goofy movie much lighter tone dc extended universe also wildly uneven unsuccessfully trying balance dramatic moments constant attempts lowbrow humor computer graphics shockingly bad times reminiscent polar express genuinely dramatic parts ezra miller mugging camera lying said childhood heart surge joy almost every time tim burton batman reference made flash part disappointing fizzle,negative
superman classic whether good bad like original superman sequels sure graphics superman sequels back great considering time period acting christopher reeves excellent even little mushy people comic movies usually get high ratings compared movies melodrama good fights evil sometimes us ask question happens superman choice protecting destroying world movie made child inside everybody whether believe might sound kind silly thats think superman purpose life whether good evil,positive
everyone went movie lot expectations know nolan done unimaginable batman movie done master coming movie first frame movie absorbing mind blowing character bane portrayed brilliantly characters part twists story awesome absolutely unpredictable visual effects way good lots humor movie compared previous nolan movies combination classy dialogs performance actors make best movie nolan far end nolan,positive
first nervous prospect another superman movie especially considering horrible superman returns however man steel roller coaster ride witness kal el clark kent origins shown superman way supposed expert direction brought us zack snyder assistance christopher nolan man steel packed full action emotional depth superman movie ever come close achieving atmosphere illustrated comics cartoon series zack snyder man steel sure lot action anyone true superman fan knows kal el battles almost always explosively long furthermore biblical metaphors absolutely brilliant superman intended portrayed christ like figure see journey man steel much different new testament ex clark kent asked priest advice behind stained glass window christ praying father arrested crucified next scene clark kent willingly submits arrested ascends heavens descends crucified form superman story becoming best immigrant facing challenge home vs heritage see zack snyder portrayal superman reflect man steel originally designed joseph shuster furthermore could forget actors like henry cavill clark kent amy adams lois lane every actor movie left mark needed little convincing believe cavill face superman adams could persuasive lois lane although particularly fan michael shannon perfect general zod level ferocity shannon provided mention one liners far best role yet movie soared expectations first time ever give superman movie perfect,positive
good amazing good bit serious good good dramatic epic good,positive
considering hype movie thought would better horrible movie think lived superman name brandon routh superman looked lot like christopher reeve maybe bit much mannerisms also much like reeve trying emulate instead trying put stamp character kate bosworth okay loise lane kevin spacey inspired choice lex luthor also liked frank langella perry white however could done without james marsden richard white especially since role small pointless problem movie tended lag times causing attention wander movie impact movie like spider man even x men films much substance could yet see movie keep expectations low maybe overly disappointed,positive
use favorite show really compelling early went downhill season see people complaints mainly iris see say agree extent show quickly evolved weird comic book soap opera relationships become really childish script sometimes feels like written team year old girls say biggest complaint stupid become logic become mind numbingly dumb many plot holes many inconsistencies one episode called flash time flashes running near speed light episodes flash slips marbles goes darn bad guy got away fell way able catch forgiven alot years using dumb logic plot devices episodes become way much writers even care anymore making sense relegated show pure stupidity crisis crossover dumbest thing seen tv mean seriously scene barry must run treadmill save multiverse use watch arrowverse shows dropped flash soon dropping flash obvious target demographic show yr old girls become relationships dumb logic flash stuff mean really cw going make comic show make primarily folks watch stuff target yr old girls know people want hate iris say problem writers showrunner main problem,negative
come people wrong lot problems movie take seriously think like like admit effects terrible shots used fighting scenes meh bad villain retarded scenes last least logic movie remember budget used making good message well presented still enjoyed problems make fun movie watch would recommend like funny failed movies batman robin troll movies bad good,negative
waiting film ever since saw first teaser trailer dc fandome watched gotta say well worth wait movie blast start end possibly darkest batman movie ever even dark knight loved robert pattinson batman paul dano gave chills every scene colin farell penguin lot potential great antagonist future films would love sequel filmalso negative reviewers think drop rating film saying nonsensical things like film dark rd act really boring stuff advise grow cause batman films supposed dark,positive
gonna lie bit tim burton sequel classic post modern adaptation dark knight mostly due feeling script weak dialog way top overall appeal times seemed either serious good hokey mean penguins final moments film thunk seeing film years later batman begins mark comic book world found greater appreciation burton vision actually one best franchise given better schumacher films added appeal seeing countless films since taking kid even necessarily great brilliant things lavish spooky production design hell way make penguin lair fantastic make twists perverse fascination blockbuster entertainment also fond performances see keaton still deadpan style batman works even lesser bruce wayne pfieffer best could done catwoman de vito stand occasionally steals scenes oswald cobblepot plight almost poetically tragic series however best villain christopher walken well christopher walken one lesser top roles done maybe gravitating batman returns one better sequels much burton vision makes screen control material present throughout strongly sense humor either dark silly good way babies penguin cries looking confused penguins danny elfman music one best times eerily somber gothic edge material needs plus burton understands slight camp element batman world might overplay like schumacher short really good entertainment maybe even appealing seeing burton films general seeing movies understanding sloppy vs successful hugely produced franchise pieces,positive
superman iv mix good bad things good things intention movie good superman x nuclear weapons coherent one worst enemies humanity cast reeve hackman gives bit light film jon cryer mark pillow good bad things production film poor poor fx effects flying effects horrible superman film golan goblus production competent anyway plot could better much better nuclear man superman talking space save astronauts lacy warfield space moon scenes luthor escape jail examples mistakes plot scenes like superman speech ok film intention really good intention never enough,negative
gotham come end say ok series portraying villains gotham bruce wayne becomes dark knight though say honest opinion think fox never going go route bringing batman fold think believe fans demanding complaining batman gave final made feel seemed wrap things quickly without giving chance take season final disappointing last shot batman cringe opinion give show,negative
wanted recently gap maybe twenty years time seen cgi become ubiquitous marvel become possibly profitable studio time never ending conveyor belt super heroes endless remakes films need remade proper original big screen superhero movie yes definitely uhuh still best overblown cgi none fact believable realistic reeves absolute perfection kidder hackman rest cast soaring john williams score arguable among best sheer joy seeing man really embody best us fly even turn back time save woman loves well good genre gets ever got one christopher reeves one superman,positive
rarely movie sequels ever match grandeur originals batman returns however gusto sequel batman batman returns neither milks success first movie totally disregards wonderful sequel spectacular movie right something everyone movie humor high drama plenty action lots cool things look course viewers get around tim burton morbid sometimes offensive sense humor much problem era south park something mary movie many great moments also flaws plot seems rushed stitched together danny devito tries best penguin quite pull christopher walken appears secondary bad guy performance lackluster compared others many action sequences though breathtaking seemed forced occasionally absurd aside kinds surprises movie smart humor dialogue characters help love lots satire homer iliad citizen kane american political scene lampooned many memorable scenes serve testament burton colorful imagination hope get movie dvd enjoy big screen tv glory exactly best batman film ever still fascinating movie watch,positive
certainly without question best batman film ever made although saying much christopher nolan makes dark brooding tale tells bruce wayne batman something movies would never done nolan great director takes great leap faith showing perhaps important screen superhero way city gotham components feel like taken comic book real life batman begins based graphic novels original characters bob kane realism details without fluff showboating joel schumacher would put christian bale perfect title character creates interesting bruce wayne batman see wayne installment roles perfectly cast especially liam neeson mysterious yet intelligent brutal member league shadows katie holmes nice sweet wayne childhood friend never another alfred long michael caine resides simply put batman begins worth time money pulls world would never expect see batman movie transports gothan city rotting core mostly get glimpse batman really quite different interpretations action based suspense violence plot moves along quite well make movie feel shorter minute running time going see dark knight weekend sure check first indeed anything like one franchise going somewhere truly spectacular,positive
along partner robin gained previous film batman take mr freeze villain lives name accident laboratory condition means must always remain zero steals diamonds power cold suit escapes first encounter plots next meanwhile lab south america dr pamela isley working project combine plants venomous animals boss uses venom create super soldier bane trying kill isley fails actions turn poison ivy woman produce pheromones man resist deadly kiss along bane come gotham hoping persuade bruce wayne back ecological agenda keen fact would lead billions deaths enough alfred niece barbara turns inevitably learns secret behind batman robin becoming batgirl gotham saved three work together stop mr freeze poison ivy something made harder fact ivy turned batman robin batman forever noticeably lighter town first two films anybody hoping things would return darker style disappointed even camp villains heroes alike spouting corny one liners every opportunity villains longer ordinary people gone bad freeze ivy bane mutated way clearly mad effects pretty good part although ivy vines look like real plants story silly without charms light tone means enjoyed younger viewers scary moments nothing intense safe say main cast done much better work story bit cluttered three new villains introduction batgirl subject batgirl would appear uncle alfred bit dirty old man given body hugging costume designed overall say must see unless batman completest must admit enjoyed expected though another plus film killed franchise probably reboot trilogy,negative
batman movie awesome seen movie multiple times michael keaton excellent choice play batman suit batmobile great loved music danny elfman wrote fight scenes well choreographed jack nicholson perfect choice play joker amazing job watch batman returns already seen michelle pfeifer terrible catwoman loved danny devito penguin liked stoyline original batman movie give movie liked batcave batwing movie thank tim burton directing time favorite dc movie,positive
critics overly maligned one methinks reboot superman saga man steel updates metropolis marvel allegory america wake terrorist attacks sure flawed crass depiction krypton particular seems consequence artists carried away imitating fantasies say avatar lord rings trilogy still take desolate iteration kal el birthplace depiction united states military rather placid surely demand real army assisting movie production although troops quite busy active spectatorship superman involvement lend much interest extended allegory similarly lois lane partly usual constant damsel distress least idiot outing even assists superman also providing meta narrative context reporter story see surrogate author within movie portrayed amy adams hurt either indeed cast general good well balanced coming stars veteran talents lend celebrity past projects proceedings bemoan loud explosions debate salience whether superman punches kills misses point professional entertainment criticism superhero flicks general often confounds besides couple blatant masterpieces dark knight logan darker seemingly realistic superhero movies largely panned appear want cartoons though one take comic book characters seriously thus neither superhero genre treat earnest much movie going public must agree hence dominance mcu suppose movies general superhero ones always ideological product real world smarter ones tend coherent pretend instance tony stark reflect society infatuation tech ceos black panther captain marvel overcoming historical racial sexual misrepresentations superman long claimed symbol american virtues well reflection christianity association man steel christ clark kent vital fictional character come america middle state kansas since dorothy gale think would interesting merely compare two works genres children fairy tales comic books often frowned upon trace influence shaping united states seen especially wildly popular film adaptations digress expanding upon truth justice american way messiah metaphor man steel reimagines young clark refugee migrant worker illegal alien dreamer note fatherly talk dreams taken nation immigrants baby since nurtured idyllic settings america heartland upon farm pa kent something ideal immigrant general zod gang hand realize country xenophobic fears share values world indeed zod preaches purity bloodlines submitting rule social darwinism eugenics genocide nazi pseudoscience basically inadvertently kal el since christened clark kent brings intergalactic chain migration whereupon zod crew insist upon remaking world rather conforming ways atmosphere clark results famous destruction sequence metropolis none subtly recalls terrorist attacks september course also clumsy environmental message destroying one planet setting another one one important thing note however clark able become savior embracing roots bringing culture light american one race literally encoded blood via codex thing two worlds two sets parents two remembered fathers two identities apt addition finally makes sense superman costume cgi cape also celebrates contemporary notions diversity melting pot narrative kent daily planet reporter story good immigrant embraces best two cultures thus enriches lives around whether one finds city destruction gratuitous writing stupid bit first kiss hated piece dialogue hide underpass tornado fond zack snyder company snap zoom style regardless one political cultural views coherent ideology blockbuster superhero movie change pace credo dc famous vigilante plutocratic billionaire likes punch poors mentally deranged batman,positive
appreciate sublime glory version batman pity brother nothing quite like adam west dashing around pier holding bomb ridiculously long fuse declaring days get rid bomb nothing quite like cesar romero refusal shave moustache putting joker makeup nothing like romero frank gorshin getting cackling contest joker riddler matter nothing like joker penguin deciding need masks order commit crimes comic book dorks whine complain era batman say people recognize great batman really best fictional characters ones stand decades dozens different interpretations room world tim burton batman adam west batman heck maybe even joel shumacher batman like adventures buckaroo banzai rocky iv flash gordon version batman one great goofy pleasures movie watching,positive
great romp loved jason momoma humour cracked highly recommended origin story,positive
bullet points good using williams score original titles style brando voice start sequence good calls bad kate bosworth bad casting charisma never second convinced spunky reporter good brandon routh thought nobody could fill christopher reeve shoes lad well bad costume got right movies effect darkening colours reducing shield size dropping waistline trunks well known clothes designers makes wearer look tall thin reeve looked broad imposing good saving shuttle plane dealing metropolis quake bad enough stuff good spacey luthor clearly grown seeds hackman much definitely villain believed luthor fundamentally evil bad kitty kowalski underwhelming character miss tesmacher lite good richard white potentially interesting new character sit potentially interesting group dynamic bad tristan lake lebeau superman son autistic sorry kid rubbish good tweaking franchise back life bad forgetting superman batman superman supposed light superman supposed fun take seriously next time,positive
flash movie wife saw theaters last night storyline follows barry allen discovering flash go back time change things thinks using power save mom keep dad going prison good idea gets trapped time without powers need call old friends end new friends universe help stop invasion get powers back get back universe movie directed andy muschietti mama stars ezra miller fantastic beasts find ben affleck town michael keaton beetlejuice sasha calle swift horses michael shannon take shelter ron livingston conjuring storyline picture well written lot clever intricacies cast outstanding well selected characters fairly well presented say could written better script keaton supergirl okay cgi world overdone many scenes enjoyed opening sequence babies every scene flash runs costume great however world chooses timelines way done especially end show multiple universes impact actions however family dynamic comedic content solid characters make film worth watch would score film recommend seeing,positive
asked people origin batman superman nine times always know exact words heart however ask many people wonder woman know comes origin movie excellent interpretation taking basis origin introducing modern audiences based incarnation george perez wonder woman empowering film filled tons action scenes powerful speeches fun moments film knows take seriously lighten laughs gal gadot reprises roll batman vs superman little character purpose establish focus entirely see diana came molded literal mud mother hippolyta given life god zeus diana life completely changes discovers first time ever man lands themyscira amazon told great war going outside mens world diana sees act ares god war travels steve trevor man world put end war gal galdot gives great performance wonder woman diana would expect world know customs though come generic overused whole fish water scenario enough move serious matters hand determined hardheaded serious point unwilling listen reason accept men evil fight amongst one another chris pine steve trevor gives decent performance always core character diana one introduces man world diana skills training moments steve gets moments fight back help come useless damsel saved way lois lane superman villains film three issues problems general ludendorff dr poison serving villains going war really post much threat wonder woman even ludendorff get enhanced steroid dr poison add much leads fight ends pretty quickly fact expect audience believe ludendorff ares entire time know true part film causes slow ares god war hisself generic villain even designs really creative really show powers would expect god war although show whispers ears persuades humanity act violent tendencies film still plenty great moments diana first steps onto man land flex bullets heads town fight germans fast pace swiftly choreographed hans zimmerman music movie rupert grayson williams still gives fresh heart racing soundtrack suitable diana warrior persona one thing really care fact basically greek gods dead beginning movie personally feels like breaks expansion world universe whole pantheon dead,negative
liked movie overall missed pounts crazy top got near end overall good story acting etc,positive
iin philadelphia billy batson abandoned child proving nuisance child services authorities stubborn search lost mother however latest foster home billy makes new friend freddy finds selected wizard shazam new champion endowed ability instantly become adult superhero speaking wizard name billy gleefully explores new powers freddy however billy soon learns deadly enemy dr thaddeus sivana previously rejected wizard accepted power seven deadly sins instead pursued mad scientist power well billy must face responsibilities calling learning power special magic true family sivana never understand hope better box office movie makes happy said happy guest superman batman although really show faces material uniform shape dart tell us belong dc expansion universe familiar words despite series blows main single movie hero warner stop construction entire universe birth shazan encouraging us give expectation one day see epic scene justice league heroic dark monarch unfortunately rest movie neither familiar dc extended universe formula familiar shazan like comics cartoons like dc version extraordinary team let group teenagers even children play leading role dr shivana powerful animation become headless sand sculpture playing play role evil santa claus accompany children play game flies changes superhero movies bad idea make tone easy lively least sea king makes us useful real weakness thunder shazan lies production cost million yuan district really stretched big change estimated budget spent physicalization seven sin monsters first fight crew could destroy expensive landmarks smashed several shopping malls finally collapsed medium sized ferris wheel cleverly avoiding buildings momentum far less one percent battle superman general zod even special effects shazan broken roof made cement floor scratched forget shazan able compete superman three hundred rounds combat power ordinary building help hit ok know original piece weakened extent course superhero dry frame necessarily destroy earth venom ant people next door small clever number roads good shazan cleverness coincidental flying laps throwing bus throw bad guy something really discouraged talk split fact although satisfied film sincerely hope thunder shazan popular box office burst since suicide squad justice league highly anticipated two three years ago lost succession batman movie difficult produce warner hard rely wonder woman sea king save face need energetic next time knot eye project expensive big star thing black adam enemy level villain see warner clear gamble result gamble decided lot sazan succeed inject confidence warner let us look steel body justice league fateful batman loud constant ding green light corps knows shame brave closer us take look thunder shazan key takes us open door heroes open door given important meaning film movie intriguing might like much,positive
name barry allen fastest man earth phrase remember first relation series story brought lot joys disappointments let get show sorted quickly personal opinion watch first seasons great pleasure better finish matter lowering level set first seasons also season ending could well end story branch ended everyone wanted would fine already dull sh good remember season intrigue last season disappointing crumpled ending unjustified expectations watched understand good series seasons well presented story although already bit difficult talk season still high quality antagonists zoom reverse flash violate laws simple villains trick high quality drama lot soulful conversations well sad deaths plot twists x clearly higher level superhero series result got another great show went bad end overall flash rating season season season season season season seasons read description already tired season,positive
say done great success dc comics legend comes alive wonderful entertaining saga enthralled moviegoers released christmas produce rs alexander ilya salkind distributed warner brothers pictures film came year successful science fiction movie time star wars ruled boxoffice end change big way biggest grossing picture day also one top ten blockbuster films year nominated oscars two musical score composer john williams another visual special effects movie breathtaking special effects featured huge star cast included hollywood greats glenn ford valerie perrine terence stamp trevor howard gene hackman ned beatty marlon brando jackie cooper susannah york margot kidder mention two original cast members superman tv show much story begins superman life infant doomed planet krypton brando jor el father superman beginnings earth clark kent played younger years jeff east journey metropolis reporter daily planet appearance christopher reeve man steel excitement start finish never lets fact christopher reeve greatest role always remembered playing man change course mighty rivers bend steel bare hands save world forces evil fact breakthrough role christopher reeve ever change overnight huge success film made national phenomenon gene hackman ned beatty pair marvelously super criminal mastermind lex luthor sidekick otis actress margot kidder makes shine intelligent resourceful sidekick clark kent love interest superman lois lane screenplay godfather author mario puzo along david newman robert benton stunning photography geoffrey unsworth director richard donner take seriously also make great fun watch even though runs minutes rating five stars man steel saga continues superman ii produced alexander ilya salkind released warner bors pictures one came summer time around richard donner director helm time around richard lester takes screenplay mario puzo david newman sequel second time around hand full three super powered villains home planet krypton escaped revenge hero romance reporter lois lane margot kidder superhero christopher reeve made believable storyline pace original sequel often equals first film leave superman pull impossible impossible odds spectacular fight scenes superman goes villains breathtaking watch since worth admission one also gene hackman super criminal lex luthor along ned beatty terence stamp sarah douglas susannah york valerie perrine e g marshall running time minutes rating four stars worst series superman fact worst series shows robert vaughn villainous businessman exposes hero identity help bumbling computer expert played richard pryor comical purposes really acting also man steel explores darker side undergoing transformation sleaze ball turn absence margot kidder character lois lane bringing annette toole new love interest lana lane turn uneven story also misdirection one lame physical comedy never funny pathetic special effects way director richard lester helms third installment series director second installment hey guy produced directed hard day night help featuring beatles several directorial production projects released cannon films warner brothers pictures running time minutes rating two half stars superman iv quest peace without doubt last series return actor gene hackman super criminal mastermind lex luthor fourth sequel man steel endeavors rid world nuclear weapons thereby pitting nuclear entrepreneur lex luthor superpowered creation nuclear man special effects dime store quality appears someone may walked parts plot mention actors involved turkey sequel never made first place director sidney j furie takes directorial duties cast includes mariel hemingway jon cryer margot kidder jackie cooper marc mcclure sam wanamaker released cannon films running time minutes rating one half star christopher reeve deserves credit remaining true four films said actress margot kidder also remain four films special credit goes marc mcclure four films,positive
movie adaptation suicide squad comics announced pretty promising trailer released must admit pretty hyped dcu still craddle much time disappoint much yet trailer promised fun black comedy lots great music pop culture references riding success tarantino deadpool guardians galaxy talking superhero genre whilst somewhat delivered terms lot feels forced characters developed cgi tone impressive going perfected much better reboot sequel years later james gunn feels like shallow copy successfull films generally lacks heart recommended terms following dcu bad probably best first batch dcu movies though might saying much,positive
every actor storyline show great things right fantastic get glimpse seldom seen early versions characters like riddler joker penguin others many scene stealing performances every time screen fun combined different lens form jim gordon early career gcpd young bruce figuring life makes show intriguing entertaining forget little faux pas moments come means perfect show delightful watch interested gotham city lore incredible performances criminally underrated actors,positive
movie dark average batman fans greeted critics positively quite like think great addition series sets images dark story although funny moments depressing tone powers keaton pulls another fantastic performance character still kept mystery makes much better makes movie michelle pfeiffer catwoman character twisted dark dual unique versions character seen performance great dark depressing despite many critic opinions think one better ever sequels made,positive
dark knight intensely powerful dramatic compelling film despite sure really enjoyed great deal saw huge imax screen london ability almost suck action make feel part film time various aspects film meant felt alienated characters plot batman really know watched whole film hours sure could say motives really love rachel indeed capacity love hints given central character poorly developed makes hard really care happens around inability empathise characters helped ridiculous number sub plots rushed incomplete relentless pace film moves one film would much better stuck simpler storyline developed characters themes within frenzied sequence largely unrelated action set pieces whilst initially breathtaking ended feeling dull predictable lacking explosions anything resembling meaningful dialogue mumbled words batman inane musings joker enough keep film going left film feeling somewhat exhausted bleak joyless violent world witnessed disappointed much hyped film good hoping would,positive
preface review saying good great directors eventually lose way make bad movie need proof look steven spielberg resume bryan singer joined list superman returns debacle dull half hour quarter billion dollar epic bore even special effects fail impress nothing super special subplot involving visit return krypton unnecessary completely cut lazy excuse disappearance first example poor storytelling something shown audience cheated supposedly important subplot would added emotional substance visiting home world first time impact would psyche smallville barely speaks mother martha makes attempt visit lana lang first time see superman action amalgam things seen flight rescue sequence combination two scenes original movie rescue lois helicopter air force one scene new movie uninspired lacks excitement derivative unoriginal pedestrian like everything else movie lois lane one problems movie pulitzer prize still smokes managed retain looks collage age supermodel scenes clark superman routine lack chemistry making damsel distress another example filmmakers seem care characters story character development would make difference hollow ones given brandon routh impression christopher reeve acting caricature shallow fault since following singer direction lex luthor back villain fourth time big plan time near copy first plan land spacey lex dangerous threatening hackman feels like imitating also parkey posey kitty character facsimile eve teschmacher original movie luthor speechless henchman one tattoo back head looks silly scary many references first movie starts becoming less homage begins feel like retread like retreaded tire movie flies apart heads various directions choppy disjointed mess levels story well editing poor pacing impedes movie throughout much story hinder movie offers nothing new says nothing new say best dialog written nearly years ago flying scenes another fraud superman zips back forth screen like blur shown spec screen becomes insignificant savior subplot intelligent involving dishonest inane big surprise story seem mile away superman seen hospital plain bad gaps story continuity logic throughout enough give intelligent viewer cause roll eyes lois lane award winning article world need superman seems hatred toward scenes yet password computer superman want head would want daily reminder viewer feel betrayed something singer bad habit first leaving x men series making drivel goes show sometimes budget extraordinarily high movie creativity originality disappear think audience vulgar stupid else would pander us bryan singer fallen prey machine hollywood longer caring story characters certainly audience instead everyone else involved sham become like lex interested cut cohorts tried found guilty banished eternity phantom zone luthor kryptonite superman word mouth captain jack,negative
one deepest sophisticated nuanced super hero movies ever production quality amazing story complex long worth payoff acting great overall hero vulnerable many ways every ability suffer even worse flaws alternate universe forks historical events rorschach favorite anti hero time end emotional powerful climax thats always gut punch soundtrack spot oscar least nomination number categories imo genre changing idea profound well crafted first matrix comparison surprised mcu borrowed many ideas epic history franchise graphic novel judge fan movie,positive
give movie stars ending even think place start describing fails plane crash movie first could decent movie characters would shut dialogue simply horrible acting beyond ridiculously bad many cheesy word plays robin describing mr freeze henchmen hockey team hell mr freeze telling people chill freezing ivy telling batman plants got crush awful next character interpretations uma thurman winner poison ivy recognizable dc comics comes clooney batman short ado tragedy next robin whose role mature boy wonder acting like baby throughout movie intentional matter sucked anyways mr freeze aka roll eyes backwards could worse governator play man movie supposed based comics follow comics mr freeze sad bitter man clown cheap word plays jokes leave actual fun joker brings us last villain movie namely bane good god dc portrays brilliant strategist well brutal skilled combat one enemy batman seems unable beat movie nothing brain dead drug fueled monster anything smash bricks roar know watch dark knight rises real bane could go covering errors pretty long time think would need words complete summary short cast crew belong life time sentence trial shame,negative
gal gadot wonder woman definitely highlight film little expectations seen overwhelming positive reviews initially interested viewing film decided watch first time wonder woman better anticipated action storyline decent though predictable least entertaining stand point take overly serious movie fun overall even lengthy run time pacing deliver properly mentioned gal gadot highlight delivers star making turn instantly elevates film chris pine also good role anticipating sequel expected released next year,positive
superman one best comic book adaptations christopher reeve playing alien orphan finds earth working nerdy reporter name clark kent true calling superman finds going lex luthor gene hackman easy see many comic book fans consider one strongest adaptations film pretty much delivers everything romance adventure action rather funny moments well lot credit go director richard donner really remarkable job bringing together think lot credit also given bravery keeping superman pretty much hidden well hour first forty five minutes pretty much deals superman father marlon brando fall planet something else lot movies bothered least spent much time think film greatest moments superman action one example first sequence see superman first time also incredibly tense ending contains one great sequence another dam clearly highlight another strong thing film going performances reeve leading way title role actor simply born play part perfectly nails nerdy kent also believable superhero margot kidder also extremely fun role love interest question hackman brings lot smiles luthor also great fun able see likes brando glenn ford jackie cooper parts special effects viewed today greatest still several spots hold extremely well problem anything extremely long running time felt long good still superman ground breaking first released easy see still holds well years,positive
